branch,stem,status,ct_out,mask_out,ct_shape,mask_shape,ct_dtype,mask_dtype,error
Segmented Scans,991c958d94,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/991c958d94.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/991c958d94.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,9933598d50,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/9933598d50.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/9933598d50.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,99d14515e4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/99d14515e4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/99d14515e4.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Segmented Scans,9a7a61f482,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/9a7a61f482.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/9a7a61f482.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,9b4b4287bb,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/9b4b4287bb.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/9b4b4287bb.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,9ec43e65d5,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/9ec43e65d5.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/9ec43e65d5.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,9ed6724906,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/9ed6724906.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/9ed6724906.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,9f006ce4ef,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/9f006ce4ef.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/9f006ce4ef.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-10,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-10.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-10.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-108,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-108.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-108.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-113,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-113.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-113.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-121,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-121.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-121.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-125,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-125.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-125.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-13,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-13.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-13.npy,"(233, 512, 512)","(233, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-137,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-137.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-137.npy,"(244, 512, 512)","(244, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-139,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-139.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-139.npy,"(256, 512, 512)","(256, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-15,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-15.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-15.npy,"(220, 512, 512)","(220, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-159,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-159.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-159.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-173,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-173.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-173.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-181,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-181.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-181.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-182,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-182.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-182.npy,"(243, 512, 512)","(243, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-183,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-183.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-183.npy,"(352, 512, 512)","(352, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-187,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-187.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-187.npy,"(256, 512, 512)","(256, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-19,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-19.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-19.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-196,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-196.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-196.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-202,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-202.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-202.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-207,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-207.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-207.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-208,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-208.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-208.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-210,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-210.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-210.npy,"(325, 512, 512)","(325, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-22,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-22.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-22.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-225,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-225.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-225.npy,"(240, 512, 512)","(240, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-226,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-226.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-226.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-227,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-227.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-227.npy,"(288, 512, 512)","(288, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-236,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-236.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-236.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-237,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-237.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-237.npy,"(240, 512, 512)","(240, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-243,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-243.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-243.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-247,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-247.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-247.npy,"(51, 512, 512)","(51, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-249,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-249.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-249.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-250,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-250.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-250.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-256,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-256.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-256.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-35,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-35.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-35.npy,"(288, 512, 512)","(288, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-4,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-4.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-40,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-40.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-40.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-479,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-479.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-479.npy,"(261, 512, 512)","(261, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-480,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-480.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-480.npy,"(233, 512, 512)","(233, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-485,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-485.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-485.npy,"(240, 512, 512)","(240, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-488,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-488.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-488.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-489,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-489.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-489.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-52,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-52.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-52.npy,"(237, 512, 512)","(237, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-55,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-55.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-55.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-57,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-57.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-57.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-60,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-60.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-60.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-61,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-61.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-61.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-64,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-64.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-64.npy,"(48, 512, 512)","(48, 512, 512)",float32,uint8,
Segmented Scans,CQ500-CT-65,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-65.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-65.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-75,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-75.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-75.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-80,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-80.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-80.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-90,failed,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-90.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-90.npy,,,,,RuntimeError('Exception thrown in SimpleITK ImageFileReader_Execute: /tmp/SimpleITK-build/ITK/Modules/IO/NIFTI/src/itkNiftiImageIO.cxx:2135:\nITK ERROR: ITK only supports orthonormal direction cosines.  No orthonormal definition found!')
Segmented Scans,CQ500-CT-95,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/CQ500-CT-95.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/CQ500-CT-95.npy,"(233, 512, 512)","(233, 512, 512)",float32,uint8,
Segmented Scans,ID_0237f3c9_ID_40015688b9,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ID_0237f3c9_ID_40015688b9.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ID_0237f3c9_ID_40015688b9.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,ID_029ebbea_ID_563afa0901,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ID_029ebbea_ID_563afa0901.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ID_029ebbea_ID_563afa0901.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,ID_02b882cc_ID_a4892e60ae,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ID_02b882cc_ID_a4892e60ae.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ID_02b882cc_ID_a4892e60ae.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ID_02f779fb_ID_c4d7f33559,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ID_02f779fb_ID_c4d7f33559.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ID_02f779fb_ID_c4d7f33559.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
