source_dataset,original_stem,final_case_id,ct_src,mask_src,ct_dst,mask_dst
HemSeg500,2776c10cf0,2776c10cf0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2776c10cf0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2776c10cf0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2776c10cf0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2776c10cf0.nii.gz
HemSeg500,28631c1846,28631c1846,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/28631c1846.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/28631c1846.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/28631c1846.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/28631c1846.nii.gz
HemSeg500,286f17f9e7,286f17f9e7,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/286f17f9e7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/286f17f9e7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/286f17f9e7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/286f17f9e7.nii.gz
HemSeg500,2a0b4a4bd8,2a0b4a4bd8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2a0b4a4bd8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2a0b4a4bd8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2a0b4a4bd8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2a0b4a4bd8.nii.gz
HemSeg500,2a4138278f,2a4138278f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2a4138278f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2a4138278f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2a4138278f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2a4138278f.nii.gz
HemSeg500,2a9c137f95,2a9c137f95,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2a9c137f95.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2a9c137f95.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2a9c137f95.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2a9c137f95.nii.gz
HemSeg500,2acc982f8b,2acc982f8b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2acc982f8b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2acc982f8b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2acc982f8b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2acc982f8b.nii.gz
HemSeg500,2ad62faab5,2ad62faab5,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2ad62faab5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2ad62faab5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2ad62faab5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2ad62faab5.nii.gz
HemSeg500,2af7819958,2af7819958,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2af7819958.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2af7819958.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2af7819958.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2af7819958.nii.gz
HemSeg500,2b1841fd46,2b1841fd46,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2b1841fd46.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2b1841fd46.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2b1841fd46.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2b1841fd46.nii.gz
HemSeg500,2b4cd01cc8,2b4cd01cc8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2b4cd01cc8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2b4cd01cc8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2b4cd01cc8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2b4cd01cc8.nii.gz
HemSeg500,2b505c738b,2b505c738b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2b505c738b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2b505c738b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2b505c738b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2b505c738b.nii.gz
HemSeg500,2b74726e27,2b74726e27,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2b74726e27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2b74726e27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2b74726e27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2b74726e27.nii.gz
HemSeg500,2c09d16ea1,2c09d16ea1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2c09d16ea1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2c09d16ea1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2c09d16ea1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2c09d16ea1.nii.gz
HemSeg500,2c32f857f3,2c32f857f3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2c32f857f3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2c32f857f3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2c32f857f3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2c32f857f3.nii.gz
HemSeg500,2c3307a4db,2c3307a4db,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2c3307a4db.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2c3307a4db.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2c3307a4db.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2c3307a4db.nii.gz
HemSeg500,2c4323272b,2c4323272b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2c4323272b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2c4323272b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2c4323272b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2c4323272b.nii.gz
HemSeg500,2c7c6863ed,2c7c6863ed,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2c7c6863ed.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2c7c6863ed.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2c7c6863ed.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2c7c6863ed.nii.gz
HemSeg500,2d118f0f64,2d118f0f64,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2d118f0f64.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2d118f0f64.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2d118f0f64.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2d118f0f64.nii.gz
HemSeg500,2d49a3e4a3,2d49a3e4a3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2d49a3e4a3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2d49a3e4a3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2d49a3e4a3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2d49a3e4a3.nii.gz
HemSeg500,2d71376abc,2d71376abc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2d71376abc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2d71376abc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2d71376abc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2d71376abc.nii.gz
HemSeg500,2de2cbb63a,2de2cbb63a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2de2cbb63a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2de2cbb63a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2de2cbb63a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2de2cbb63a.nii.gz
HemSeg500,2df25759ed,2df25759ed,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2df25759ed.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2df25759ed.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2df25759ed.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2df25759ed.nii.gz
HemSeg500,2e30de0781,2e30de0781,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2e30de0781.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2e30de0781.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2e30de0781.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2e30de0781.nii.gz
HemSeg500,2e3485e6c5,2e3485e6c5,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2e3485e6c5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2e3485e6c5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2e3485e6c5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2e3485e6c5.nii.gz
HemSeg500,2e512523da,2e512523da,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2e512523da.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2e512523da.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2e512523da.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2e512523da.nii.gz
HemSeg500,2e55f16a22,2e55f16a22,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2e55f16a22.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2e55f16a22.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2e55f16a22.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2e55f16a22.nii.gz
HemSeg500,2eb2db764c,2eb2db764c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2eb2db764c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2eb2db764c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2eb2db764c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2eb2db764c.nii.gz
HemSeg500,2ebeb18920,2ebeb18920,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2ebeb18920.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2ebeb18920.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2ebeb18920.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2ebeb18920.nii.gz
HemSeg500,2f49f85045,2f49f85045,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2f49f85045.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2f49f85045.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2f49f85045.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2f49f85045.nii.gz
HemSeg500,302ca5af07,302ca5af07,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/302ca5af07.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/302ca5af07.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/302ca5af07.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/302ca5af07.nii.gz
HemSeg500,3037de42a9,3037de42a9,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3037de42a9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3037de42a9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3037de42a9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3037de42a9.nii.gz
HemSeg500,31870f004b,31870f004b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/31870f004b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/31870f004b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/31870f004b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/31870f004b.nii.gz
HemSeg500,324c55d571,324c55d571,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/324c55d571.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/324c55d571.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/324c55d571.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/324c55d571.nii.gz
HemSeg500,3352a0291d,3352a0291d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3352a0291d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3352a0291d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3352a0291d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3352a0291d.nii.gz
HemSeg500,33af64b49a,33af64b49a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/33af64b49a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/33af64b49a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/33af64b49a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/33af64b49a.nii.gz
HemSeg500,33e67cd34d,33e67cd34d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/33e67cd34d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/33e67cd34d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/33e67cd34d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/33e67cd34d.nii.gz
HemSeg500,348b4017ba,348b4017ba,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/348b4017ba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/348b4017ba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/348b4017ba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/348b4017ba.nii.gz
HemSeg500,34f65ea2e1,34f65ea2e1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/34f65ea2e1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/34f65ea2e1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/34f65ea2e1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/34f65ea2e1.nii.gz
HemSeg500,351d3255b5,351d3255b5,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/351d3255b5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/351d3255b5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/351d3255b5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/351d3255b5.nii.gz
HemSeg500,3581c00a8c,3581c00a8c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3581c00a8c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3581c00a8c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3581c00a8c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3581c00a8c.nii.gz
HemSeg500,3665f8b792,3665f8b792,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3665f8b792.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3665f8b792.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3665f8b792.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3665f8b792.nii.gz
HemSeg500,373b8696ec,373b8696ec,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/373b8696ec.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/373b8696ec.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/373b8696ec.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/373b8696ec.nii.gz
HemSeg500,3785175b35,3785175b35,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3785175b35.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3785175b35.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3785175b35.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3785175b35.nii.gz
HemSeg500,378fc13e4e,378fc13e4e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/378fc13e4e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/378fc13e4e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/378fc13e4e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/378fc13e4e.nii.gz
HemSeg500,382ed11a01,382ed11a01,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/382ed11a01.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/382ed11a01.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/382ed11a01.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/382ed11a01.nii.gz
HemSeg500,399c236565,399c236565,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/399c236565.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/399c236565.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/399c236565.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/399c236565.nii.gz
HemSeg500,39b6792a75,39b6792a75,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/39b6792a75.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/39b6792a75.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/39b6792a75.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/39b6792a75.nii.gz
HemSeg500,3a40efce5c,3a40efce5c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3a40efce5c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3a40efce5c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3a40efce5c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3a40efce5c.nii.gz
HemSeg500,3a507b8205,3a507b8205,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3a507b8205.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3a507b8205.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3a507b8205.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3a507b8205.nii.gz
HemSeg500,3a91117e41,3a91117e41,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/3a91117e41.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/3a91117e41.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/3a91117e41.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/3a91117e41.nii.gz
